CUST_ID,BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS
C11857,4751.924842,1394.93,5000,2635.439016
C11858,2270.955171,25.26,3100,503.196519
C11859,2377.759245,0,6500,4119.519203
C11860,1473.902933,0,1500,340.239419
C11861,6853.020124,0,7500,1863.404442
C11862,1527.644591,0,1700,540.406147
C11863,1611.475175,807.72,1500,1019.454819
C11864,344.591662,519,4000,663.651176
C11865,2021.641161,363.18,2000,704.24077
C11866,102.228073,1074.29,5000,1075.317643
C11867,1407.26415,151.64,1500,337.890842
C11868,2158.419812,154.53,2500,664.112193
C11869,1492.433396,99.75,6000,2224.187609
C11870,5193.661885,0,5500,2422.095104
C11871,1885.547591,0,8000,8559.584636
C11872,54.842927,105,4000,329.582826
C11873,2125.107734,663.04,2500,560.757972
C11874,102.832194,1067.85,10000,1480.49182
C11875,1628.609633,1340.83,2000,586.263693
C11876,1733.68291,100,1700,689.279807
C11877,9303.557117,6133.01,12500,4054.579469
C11878,3541.960207,0,4000,789.692304
C11879,1.420316,0,1200,0
C11880,2447.783112,431.96,2500,740.165746
C11881,94.280326,846.06,9000,922.71497
C11882,1628.591333,361,1800,1018.197785
C11883,396.667584,2559.41,4000,827.889811
C11884,5036.762745,3393.73,10000,1331.175753
C11885,248.243958,0,3500,181.018701
C11886,109.417101,1219.85,5000,2250.036431
C11887,4624.411724,2537.67,7000,1045.881353
C11888,491.605909,747.55,2500,282.956764
C11889,5329.815675,674.85,5500,1390.662933
C11890,10.486808,241.27,2500,557.897488
C11892,4402.354047,0,5000,1030.120113
C11893,7283.579076,209.07,11500,1543.541917
C11894,30.859227,415.04,7500,485.108353
C11895,112.87035,918.6,7500,1129.696171
C11896,7390.19856,612.1,12000,1920.45776
C11897,1274.142457,5219.95,7500,3984.42893
C11898,644.112226,638.61,12000,2529.45977
C11899,91.231825,736.91,6000,960.373775
C11900,915.717703,55.49,1000,1221.513652
C11901,1216.594927,878.64,1200,654.24428
C11902,5941.271179,279.36,6000,3140.402423
C11903,3817.693096,4974.27,5000,6752.531183
C11904,0,369.36,1500,431.443959
C11905,1276.941373,2196.54,1000,1410.009813
C11906,8099.879299,2352,12500,1863.944131
C11907,86.694598,0,1500,543.82992
C11908,78.910866,828.14,2600,903.603701
C11909,52.776167,508.94,3000,478.833594
C11910,109.140973,319.62,3500,597.96043
C11911,2586.533933,400,3000,886.663668
C11912,6668.440979,5596.11,16000,17068.96724
C11913,2539.279598,820.42,3000,757.327536
C11914,2154.354852,104,6000,732.471319
C11915,2720.959921,66.49,3000,967.657856
C11916,693.643988,358.91,5000,338.79121
C11917,3414.780266,0,9000,718.95107
C11918,3478.070041,2465.92,12000,955.30285
C11919,6378.276044,0,10500,1376.688305
C11920,33.07464,286.4,8500,435.600387
C11921,366.68899,653.21,3000,276.166583
C11922,245.17692,2481.64,4000,2261.352187
C11924,786.483086,226.9,1200,1391.068932
C11925,7.03142,502.33,2500,844.120402
C11926,4379.015578,996.64,14500,2034.929239
C11927,167.757298,320.72,1200,863.485864
C11928,1199.555426,0,3000,707.767429
C11929,5774.207136,2102.51,15000,4711.567357
C11930,41.461969,550.08,6000,1104.875573
C11931,1383.161918,0,1500,276.630198
C11932,2572.878701,3975,4000,2386.982592
C11933,177.556406,2228.35,12000,1842.340524
C11934,538.995587,0,1200,3303.660591
C11935,92.816307,345.66,1000,383.914659
C11936,1247.423771,0,1500,721.897274
C11937,911.298036,954.15,1200,283.608489
C11938,98.427228,389.24,8500,371.314009
C11939,989.993863,0,1200,240.088742
C11940,69.352136,636.15,10000,837.801642
C11941,12.029327,581.21,4000,1333.87748
C11942,1265.781431,1585.79,3000,338.977714
C11943,3682.768495,1194.15,4050,2121.026757
C11944,210.993146,90.51,6500,1240.766161
C11945,3171.17541,109.16,6000,598.08223
C11946,311.121985,744.09,7500,652.002188
C11947,3310.573808,717.14,12500,1372.959063
C11948,408.948673,0,10000,3902.376688
C11949,131.342635,1160.65,13000,1113.408654
C11950,365.005559,421.04,4000,1386.413639
C11951,26.599993,329.38,10500,1034.7342
C11952,1117.461472,0,1500,171.694194
C11953,26.216029,615.16,14000,1560.047704
C11954,1106.697298,1260.13,6500,1556.574701
C11955,2205.471982,3278.42,6000,2726.198575
C11956,1722.910058,45.45,4000,511.525617
C11957,1672.969871,0,2100,341.940624
C11958,1333.896193,233.31,1500,310.700827
C11959,1329.826951,1304.96,7500,625.414678
C11960,117.063942,1035.05,3000,1336.493092
C11961,559.151424,94,5500,254.733329
C11962,10.160744,82.04,2000,139.914571
C11963,5206.452425,0,9500,996.182712
C11964,2623.967336,3005.89,5500,1245.201203
C11965,2297.324675,4474.43,5500,9481.484058
C11966,7248.040967,0,8500,2645.690806
C11967,1917.977989,0,6500,7189.695757
C11968,206.376314,1886.21,3000,2089.598011
C11969,5283.566994,202.31,9500,1384.838966
C11970,102.055178,999.19,7500,2181.215224
C11971,3360.689054,794.1,9500,4897.570343
C11972,1046.787477,517.08,1200,477.482016
C11973,869.091492,438.22,3000,336.521212
C11974,5292.905315,5539.68,6000,3597.677582
C11975,1856.325339,670.5,7000,9221.922948
C11976,127.240494,760.36,2500,371.387459
C11977,2282.814895,1522.72,9500,4419.287987
C11978,859.07875,0,3500,1408.880515
C11979,5403.208353,1085.85,6000,1572.554124
C11980,1941.539209,1366.74,6300,495.133413
C11981,5418.305735,0,8000,1476.335057
C11982,11955.30817,0,13000,3933.35535
C11983,1224.513636,529.34,1200,467.463129
C11984,817.793943,478.28,2400,635.314875
C11985,4382.112084,294.75,4000,6445.786897
C11986,9264.786223,0,9500,2535.922657
C11987,6512.478876,98,7000,1304.362846
C11988,31.941802,417.96,2000,472.60055
C11989,30.863497,143.36,1500,1377.984542
C11990,1469.720674,0,1500,395.486928
C11991,332.888212,419.56,3000,473.166128
C11992,2421.943818,612,2500,2483.286273
C11993,2200.566765,296.4,6000,631.025111
C11994,1719.310566,0,1950,458.841298
C11995,2247.126627,0,7000,316.025009
C11996,1663.967468,0,2500,1566.483167
C11997,1402.776239,0,1500,152.324616
C11998,9459.138771,878.11,15000,1987.085155
C11999,4626.278301,0,5000,613.553141
C12000,113.703142,0,6500,851.637227
C12001,168.539199,176.73,5000,197.074177
C12002,662.022698,280,3000,1914.038297
C12004,1302.78269,45.65,1500,351.864266
C12005,517.118528,280.24,11000,6684.559773
C12006,5598.864288,7194.53,15500,12487.36815
C12007,6537.800686,1885.94,8500,1625.320799
C12008,1308.302091,918.67,1800,258.034145
C12009,1009.062757,702.4,7500,1184.723606
C12010,8.286935,125,3000,125.140043
C12011,151.006318,1455.97,1800,1380.904206
C12012,2062.665478,518.17,4000,1049.378278
C12013,3666.676179,0,4000,674.881553
C12014,1764.908055,0,3666.666667,5126.650633
C12015,2919.796228,217.9,7500,832.687649
C12016,1925.094714,5189.51,7500,5851.06442
C12017,5291.221238,2090.47,15000,1718.461993
C12018,107.13002,15.4,200,255.103798
C12019,124.285688,662.4,1000,367.258695
C12020,6727.539699,711.72,8500,1303.904127
C12021,3007.470055,102.48,3000,561.592591
C12022,5715.854635,2173.99,8500,1828.965006
C12023,274.038592,286.19,1700,911.371697
C12024,3476.603507,9683.28,12500,6084.947427
C12025,1075.825135,32,9000,2266.903508
C12026,760.925748,360,5000,2312.470872
C12027,51.427334,486.01,7000,544.044265
C12028,1093.946163,0,1200,276.73092
C12029,1630.620638,0,2100,1117.714796
C12030,78.090426,243.48,1500,152.754759
C12031,3196.409012,2083.25,6000,641.03397
C12032,447.648987,17.8,2500,9858.055448
C12033,34.356451,266.25,7500,338.565785
C12034,1497.145968,0,2500,2986.36061
C12035,2156.616367,1695,2000,2194.901135
C12036,2023.72438,1103.86,6500,667.73252
C12037,1454.551875,0,4000,555.202392
C12038,107.801738,922.64,9500,912.762084
C12039,4333.59727,333.08,12500,1113.279765
C12040,49.869884,363.52,9100,383.100848
C12041,0.001289,96.12,1500,102.848649
C12042,360.774263,2437.8,7500,2204.789548
C12043,2675.418129,55,3000,579.527874
C12044,2004.298844,1500,3000,675.426241
C12045,216.685655,921.18,4500,892.146005
C12046,7119.163663,1370.21,12000,19143.03225
C12047,2720.458647,0,10000,1462.710828
C12048,113.122729,987.23,2500,1081.54001
C12049,610.678403,3724.25,4000,6486.900601
C12050,2097.470969,0,3500,510.126277
C12051,8435.192572,0,9000,10720.57047
C12052,1046.273731,420.89,1000,616.193938
C12053,1590.712709,674.57,1600,830.768021
C12054,1513.075264,15704.04,3000,14399.70318
C12055,1683.116573,98,1800,554.101761
C12056,2097.603234,963.21,2100,622.542212
C12057,1060.422892,161.5,3700,2333.389981
C12058,3.03124,37.65,7500,88.090034
C12059,163.950974,1014.21,1500,938.36331
C12060,2926.920514,1823.5,7100,792.597997
C12061,1502.44469,0,1600,404.150829
C12062,74.825456,293.5,1500,215.258602
C12063,398.341908,0,18000,7705.86499
C12064,9355.739389,0,10000,2335.88734
C12065,1644.496393,0,1950,542.414342
C12066,8084.624525,0,11000,1910.836769
C12067,1418.215497,1003.95,11000,2218.323066
C12068,828.596569,1115,1800,268.295902
C12069,4232.350593,32.35,14000,1262.608728
C12070,1184.588701,704.4,1200,810.831681
C12071,3168.902659,0,4200,390.289118
C12072,497.726827,1234.5,3000,206.102367
C12073,868.734126,463.01,1000,254.635576
C12074,996.619846,581.8,8500,2088.919798
C12075,498.761608,1159.15,4750,5978.807577
C12076,2551.023341,485.6,4500,478.461522
C12077,1899.219514,0,8000,7823.096006
C12078,5919.198579,9321.13,15000,7303.897866
C12079,1780.299975,1907.96,10000,2766.13064
C12080,133.926073,246.75,11000,7103.026842
C12081,2567.090886,1875.54,3900,772.320791
C12082,2522.043371,0,7000,519.343097
C12083,7333.442833,320.8,10000,2036.371171
C12084,763.992973,245,1500,1660.561025
C12085,1193.434312,689.4,3500,328.171066
C12086,1204.102388,1658.81,1000,3051.991292
C12087,595.655746,6562.24,8000,6240.58958
C12088,3006.594256,9362.96,7500,7079.1781
C12089,3.307286,60,11000,1042.001588
C12090,53.697916,114.49,7500,0
C12091,2583.717108,1497.02,4000,475.066734
C12092,311.341555,3721.39,4000,4004.905569
C12093,556.43723,403.3,7500,1318.460544
C12094,876.577775,1029.94,2000,2221.896121
C12095,1666.224023,720.48,2300,2473.619496
C12096,101.176482,807.66,16000,699.466354
C12097,5408.754166,1207.24,7000,3130.304246
C12098,1050.085007,0,1500,593.781355
C12099,3811.587156,0,4500,1431.650735
C12100,1672.813954,299.83,1800,559.708549
C12101,7105.801894,0,7500,1400.282454
C12102,2316.11093,86.1,4500,447.991795
C12103,2377.742667,2527.04,5000,1461.368469
C12104,1178.90161,150,1200,360.303696
C12105,1007.362008,469.92,1000,716.423692
C12107,1035.853615,69,1200,1483.636625
C12108,1709.693956,2,2500,4678.254753
C12109,2744.473705,529,6000,914.280246
C12110,4784.708882,5848.99,5000,9006.196318
C12111,193.207812,1937.7,2000,2100.802868
C12112,4612.935167,158.2,6000,756.247099
C12113,1294.25883,0,1500,308.886492
C12114,3462.47534,0,4500,5709.181577
C12115,7842.784061,5930.99,11500,12493.77894
C12116,8.258214,92.46,300,127.082375
C12117,3474.972612,324.18,9500,950.735955
C12118,2928.480007,5747.76,8000,4901.164291
C12119,3433.295973,4342.07,11000,3903.861413
C12120,913.520763,0,3000,384.809455
C12121,1262.645703,329.9,1800,905.863527
C12122,4196.43487,90.01,8000,943.446254
C12124,1051.484848,3805.44,1500,3818.15076
C12125,44.525353,554.16,1200,0
C12127,137.775633,0,3000,2489.260383
C12128,2550.025268,0,10000,266.472386
C12129,2828.765822,19.98,5500,593.220384
C12130,1452.469721,205.89,1600,501.655195
C12131,2796.379188,44.7,9000,7821.035049
C12132,1414.878106,98.08,1500,523.235492
C12133,137.636267,1567.25,7000,1541.979811
C12134,482.799015,4240.41,6000,6360.427012
C12135,291.510745,698.91,5000,684.699102
C12136,4955.580535,0,6500,1252.775151
C12137,876.366489,4537.12,2500,2689.043472
C12138,3250.621234,247.31,4000,1016.490545
C12139,8.048086,55.5,1200,318.843744
C12140,788.9737,4574.79,9500,5097.91073
C12141,1364.528932,0.01,3000,4022.440372
C12142,25.35204,355.16,2500,357.776573
C12143,2986.422406,5132.08,10000,11454.46623
C12144,1389.583627,712.87,4500,801.18565
C12145,8636.950854,972.09,10500,2025.270282
C12146,7698.663007,673.15,12000,1907.16983
C12147,1998.339616,2238,6500,1985.047114
C12148,2048.573881,3111.44,6000,1648.50704
C12149,463.512203,0,7500,932.601452
C12150,1109.911791,3150,2500,2694.972436
C12151,1073.42481,57,1200,295.373115
C12152,3386.490883,560.98,10100,1039.000037
C12153,1681.16287,1138.85,4500,3763.240294
C12154,10599.4423,4029.24,12500,2343.311066
C12155,840.50105,0,6500,805.79629
C12156,7506.908599,465.36,12000,1772.157134
C12157,231.983056,0,1500,2456.797947
C12158,4811.886042,4911.41,6000,10079.38741
C12159,981.098292,180,1000,330.620032
C12160,120.220573,1348.08,12000,1196.209266
C12161,2598.580674,4767.11,6000,3774.693285
C12162,164.377503,0,9500,684.398658
C12163,634.521032,0,1200,80.190719
C12164,1134.648238,143.12,1200,289.967312
C12165,26.325409,266.71,2000,477.592124
C12166,1756.078137,0,6000,1083.406473
C12167,3214.530319,0,11500,20500.17323
C12168,41.936627,717.92,13000,628.811269
C12169,1346.309166,652.13,6000,385.145146
C12170,329.388289,72.84,3000,467.674193
C12171,2537.892884,0,3000,622.529592
C12172,3287.231954,0,8500,1339.9697
C12173,84.067421,852.26,18500,643.541055
C12174,1721.232782,0,1800,714.012374
C12175,231.995439,2310.21,3000,1871.658725
C12176,430.282584,888.85,3500,1134.356357
C12177,1956.295501,0,2100,634.788341
C12178,916.200655,1827.62,1200,1731.206869
C12179,699.586726,796.11,6000,807.665219
C12180,4478.312669,2461.9,5000,1041.825559
C12181,740.826233,2055.13,7500,1631.166246
C12182,120.984184,1122.17,6000,1138.136359
C12183,1477.102808,0,1800,338.019603
C12184,1301.800738,0,4500,1009.40361
C12185,1222.164025,0,3000,385.290048
C12186,4059.059276,0,6500,1127.493221
C12187,1189.665497,0,1500,1656.765938
C12188,1220.359151,568.3,3000,902.082618
C12189,1167.863521,94.7,1200,350.850434
C12190,2508.405988,875.05,2600,1261.11301
C12191,208.362536,2252.77,10000,2018.393951
C12192,33.528505,477.5,3000,591.867645
C12194,478.834962,1060.99,1300,1162.790308
C12195,132.730466,739.98,9500,1167.353193
C12196,312.636004,3866.29,7500,3688.890803
C12197,2235.729892,83,2500,568.336744
C12198,7021.942957,0,7500,2955.428583
C12199,309.150506,3157.86,7000,3291.320691
C12200,273.247883,60,2300,111.559902
C12201,31.296491,84,1000,91.67226
C12202,374.552852,279,1400,426.263702
C12203,146.756706,1664.95,4000,1458.490552
C12204,422.723099,344.86,8500,1499.598264
C12205,1571.382204,1849.26,7000,1522.895942
C12206,2696.774474,0,3000,685.053764
C12207,3932.482783,1674.11,11500,1166.117797
C12208,349.086448,2569.94,5000,3362.877104
C12209,12.281874,153.11,9000,0
C12210,6460.838794,6814.47,13000,1917.817732
C12211,139.449391,843.03,2200,1312.375596
C12212,1777.440238,78.47,8500,3799.466293
C12213,805.520824,4019.28,4500,3728.70891
C12214,713.959917,542.96,2500,195.490243
C12215,1784.421367,0,3000,2804.403394
C12216,1441.679257,0,6500,568.212802
C12217,226.03038,435.08,7500,3796.014359
C12218,13.036611,197,1000,224.836018
C12219,4223.867789,2514.74,5500,964.935365
C12220,5067.576984,714.68,5000,1649.118645
C12221,62.788771,802.1,13000,710.240283
C12222,3188.47034,0,4500,715.12033
C12223,2737.420448,0,3000,944.591497
C12224,1502.926021,2635.9,4500,951.372467
C12225,951.061932,1699.87,1800,2096.121508
C12226,10905.05381,431.93,19600,39048.59762
C12227,68.20838,780,3200,196.173726
C12228,1297.153644,839.14,6000,362.337779
C12229,121.024256,1850.23,14000,1826.882329
C12230,1003.704494,50,3500,3389.03546
C12231,1094.300448,1967.86,11500,1413.122627
C12232,1467.162166,1313.26,11500,1129.248446
C12233,1649.276603,0,1800,574.233323
C12234,2660.420641,0,5000,846.397004
C12235,44.204396,504,2500,818.64282
C12236,379.767959,493.5,4000,3308.04995
C12237,7.066111,133.16,16000,0
C12238,1051.215365,0,1600,3263.474102
C12239,447.941813,1907.2,9500,2111.91778
C12240,1089.528456,0,1200,371.902953
C12241,1432.326731,0,5000,138.855523
C12242,97.000375,552.09,12000,601.430928
C12243,5.016768,284.13,4000,274.729879
C12244,238.962984,2402.64,8500,2022.102581
C12246,0,174.12,4000,0
C12247,4550.397004,548,5000,1158.922139
C12248,2005.414367,0,2100,746.145517
C12249,2494.774127,250,3000,864.527484
C12250,4623.886448,883.94,6000,2790.54214
C12251,1945.906455,1650.52,2500,1916.054676
C12252,2598.802288,0,3000,773.831303
C12253,3086.75297,1015.91,10500,938.131271
C12254,46.461265,237.99,4500,543.788113
C12255,390.55064,1261.99,3000,18.496532
C12256,250.060059,2405.97,10000,2105.342196
C12257,5570.18253,0,6000,1748.960475
C12258,2113.287399,0,3500,1927.253932
C12260,1205.191816,0,2500,281.884143
C12261,2586.357487,0,3000,658.61387
C12262,1543.194492,160,3000,692.776517
C12263,3677.471434,1,7000,944.992262
C12264,203.024867,542.94,4000,955.283993
C12265,5926.837633,0,13000,1599.792795
C12266,1479.020821,958.73,1500,1187.648889
C12267,532.805392,59.4,10000,1502.934235
C12268,36.023577,273.8,5500,174.52575
C12269,3084.618021,0,4000,1003.664133
C12270,52.575297,282.62,6000,388.872739
C12271,1166.500558,73.8,2000,514.586639
C12272,1781.739723,2289.92,10500,2065.553347
C12273,2882.954391,3591.81,10450,8438.775135
C12274,4068.162699,3387.47,8500,1312.481879
C12275,5432.113514,793.1,10000,1261.909483
C12276,24.463674,254.37,4000,206.073166
C12277,202.996947,2338.83,7500,6545.07776
C12278,28.924276,324.6,3000,320.218246
C12279,7764.210895,90,11150,1566.916181
C12280,1219.914858,0,1500,540.400104
C12281,9226.107838,2217.94,10500,3075.113742
C12282,689.697644,22.68,11500,906.092735
C12283,4158.137668,8.4,7500,1001.17541
C12284,5995.793488,0,6500,1868.475426
C12285,131.260514,1109.91,9500,2137.485075
C12286,288.978275,2555.91,5000,12020.18009
C12287,331.686553,2289.42,9500,2184.371316
C12288,1504.334228,565,2200,2511.315474
C12289,1928.971964,2061.55,8500,2200.93868
C12291,391.385478,0,4000,192.787345
C12292,684.658511,184.68,2900,2837.204108
C12293,5.120644,55.55,6000,0
C12294,1685.020731,0,1800,559.556519
C12295,313.87913,2746.84,2500,2562.579256
C12296,619.974954,1219.39,2000,4115.217914
C12297,1380.728565,0,1500,279.782836
C12298,40.343354,318.79,6000,603.896667
C12299,147.838347,0,600,50.406698
C12300,69.141919,872.94,10000,721.050386
C12301,0.672519,388.54,12000,377.974097
C12302,4677.021295,1798.66,9000,1156.783897
C12303,33.31938,279.56,3000,347.911693
C12304,1748.310383,0,2000,538.443435
C12305,931.674532,2417.91,8000,3468.393326
C12306,1475.871356,826.77,1500,1182.627097
C12307,992.424289,0,1000,161.400987
C12308,105.642966,916.46,10500,2243.559789
C12309,1156.813935,251.38,7500,2853.276447
C12310,3797.995726,0,12000,15884.69746
C12311,107.452196,1196.35,5500,1597.772035
C12312,4181.216991,1443.33,6000,1027.149996
C12313,162.94835,400,4000,137.20573
C12314,2382.328208,899.58,2500,850.186851
C12315,55.707056,1224.99,7500,1130.359054
C12316,902.491328,0,1800,3633.579097
C12317,1599.306976,112.57,1800,595.55337
C12318,970.322769,0,2000,1373.649725
C12319,5815.890916,1245.33,7000,1287.745322
C12320,1738.377115,140.2,6500,432.72779
C12321,21.311946,3618.19,15000,3570.597218
C12322,462.916347,270.97,10000,1293.523382
C12323,1281.276331,792.14,1500,397.388693
C12324,632.807858,453.91,6000,350.387978
C12325,2463.60548,654,2400,1149.733036
C12326,1236.635476,540,4000,2136.389192
C12327,1563.48528,1910.13,13000,5142.624134
C12329,6877.284986,687.97,7500,2358.946309
C12330,598.423093,5835.57,9000,6083.426724
C12331,955.415962,1060,2100,189.106448
C12332,847.191896,11507.4,10500,10414.467
C12333,44.174721,290,6000,326.635918
C12334,7820.331303,80,15000,1963.299182
C12335,937.276757,45.65,1000,335.809644
C12336,776.255666,6842.23,3500,5588.683151
C12337,815.832195,211.22,3500,1664.863771
C12338,4939.64603,470.54,10000,11721.86573
C12339,1053.59473,1450,1500,397.090516
C12340,1877.424948,170.07,6000,248.81801
C12341,8.928211,105.78,3500,199.171196
C12342,2139.919711,330.89,6000,703.005516
C12343,137.909416,897.42,7000,965.182597
C12344,1301.549278,0,1500,317.211622
C12345,287.140554,316.78,4500,1308.806298
C12346,26.621291,426.83,6000,195.490843
C12347,6887.915143,4340.42,11500,16616.23528
C12348,740.382347,1672.35,5500,1437.155317
C12349,2719.526277,448.07,3000,3537.693441
C12350,9.75539,219.37,6000,216.850592
C12351,1689.319684,724.83,1500,1462.037592
C12352,62.053779,29.6,6000,1576.039085
C12353,1417.474456,144.49,1500,348.50421
C12354,1613.321542,252,1800,833.515706
C12355,392.194003,788.14,9000,1041.707049
C12356,936.041324,1141.24,1200,1225.983876
C12357,527.761784,2702.57,3000,1942.140315
C12358,1283.402142,1286.34,2100,1470.711716
C12359,5355.922523,2469.28,8000,1226.857482
C12360,15.236618,161.5,3000,912.737392
C12361,153.003135,96.2,9000,326.168469
C12362,248.200613,2329.12,5500,812.097275
C12363,1466.91925,0,1500,323.642185
C12364,1777.056105,1083.12,4000,383.231247
C12365,475.171266,1155.4,2000,1264.974166
C12366,1117.683394,45.65,1200,287.581425
C12367,6891.424677,4399.07,11150,1834.501318
C12368,14.68344,67.44,4000,82.000743
C12369,1475.973063,181.63,1800,2588.459613
C12370,986.583117,0,1500,276.229102
C12371,955.41412,0,1200,1402.659723
C12372,447.808002,1593.29,7000,1660.750541
C12373,3304.423662,0,7000,1026.076088
C12374,1135.629139,398.64,1500,364.300862
C12375,933.150722,0,1500,360.729411
C12376,1055.369866,0,6000,2924.470714
C12377,5897.491823,0,7500,1417.970244
C12378,0,176.03,7000,0
C12381,21.377711,312.1,2000,497.127166
C12382,4920.036231,1562.43,13000,1851.996908
C12383,4071.792166,1721.66,10000,1065.894938
C12384,1138.534442,8665.38,9500,8216.880805
C12385,1158.67621,1036.68,1700,2790.066228
C12386,2093.844656,0,3000,470.841807
C12387,299.464702,1439.49,6000,1323.74446
C12388,21.928045,190.45,8500,155.609598
C12389,657.223335,1151.91,1000,632.225833
C12390,74.34204,724.52,4000,529.362717
C12391,2664.700424,715.51,3500,918.003032
C12392,900.482738,0,1000,197.631228
C12393,1146.202492,0,1200,290.331406
C12394,9.72453,158.34,6000,182.175514
C12395,3037.608728,173.48,3000,869.253948
C12396,25.184241,0,6000,2161.530837
C12397,1100.941072,117.32,1500,4017.742718
C12398,64.078171,1049,5000,1072.021707
C12399,1.059425,23.91,15500,31.845894
C12400,1095.041551,1132.36,2500,410.973222
C12401,234.700486,82,4200,350.773984
C12402,7156.345546,0,18000,3447.733455
C12403,1435.703308,664.61,7500,453.692206
C12404,325.024091,2251.62,9500,2258.1657
C12405,4395.237251,2514.3,5000,2095.014385
C12406,25.379719,179,4000,308.793382
C12407,400.69973,3108.01,10500,3166.91554
C12408,3044.269636,93.31,3500,670.719989
C12409,435.905875,2877.09,3500,2975.275558
C12410,5257.807308,2331.68,17500,2543.033209
C12411,3860.238072,11.41,10000,7280.584479
C12412,1514.750841,3873.5,8500,3729.948989
C12413,6509.334652,538.51,12000,1355.948713
C12414,3338.863375,775,8500,920.748289
C12415,3281.958491,398.08,8000,8092.781701
C12416,5932.367808,0,6000,2657.196453
C12417,994.367302,0,10000,168.100048
C12418,5925.120611,1763.89,6500,2557.841292
C12419,162.54754,405.61,2200,612.674738
C12420,1070.486185,818.64,1000,976.831849
C12421,4059.211725,0,5000,3246.575307
C12422,8356.277203,983.24,14000,3468.13596
C12423,929.115076,611.71,1200,1019.527645
C12424,2159.370933,627.23,2500,1030.373212
C12425,4523.499003,0,9500,1348.018275
C12426,753.703481,0,1200,1065.666403
C12427,3778.609797,878.29,8500,883.744982
C12428,947.457151,1787.83,4000,574.055852
C12429,606.323282,299.9,4200,502.64224
C12430,73.379518,875.38,6500,688.546903
C12431,516.49276,380,1200,415.924157
C12432,906.107168,2354.06,4000,2230.320729
C12433,2220.063789,2530.12,2500,3275.790625
C12434,15532.33972,1168.75,16500,3906.738592
C12435,205.123752,2066.08,7500,2597.718416
C12436,788.257316,9113.78,12000,7035.994095
C12437,1073.370435,824.77,1800,534.728641
C12438,1381.753281,0,2400,3112.377295
C12439,405.162601,0,17000,8946.495566
C12440,372.924756,462.7,1800,1193.383862
C12441,55.681483,462.99,13500,519.307161
C12442,2092.855291,1624.05,8500,3794.796448
C12443,556.912886,0,4000,1968.065171
C12444,6.121105,233.9,10500,33.010201
C12445,19.112841,504.2,1000,476.370018
C12446,7803.470739,7184.73,11500,2250.502094
C12447,5274.508501,324.96,5500,938.073283
C12448,1887.061349,0,2000,411.517239
C12449,152.227891,946,6500,804.255916
C12450,1193.351573,0,1500,164.003621
C12451,2544.036536,0,7000,1064.575065
C12452,63.064197,1176.93,7500,1319.009967
C12453,3.29042,225.6,4000,268.500244
C12454,182.959331,847.88,5000,757.48839
C12455,5082.971064,1893.89,9500,1607.021526
C12456,2817.403474,1878.54,3500,3185.017063
C12457,320.35306,2542.61,7500,3158.530331
C12458,2801.239086,0,10000,696.538922
C12459,126.289657,366.68,3000,679.431948
C12460,7985.621826,123.24,14500,9438.180272
C12461,1084.131331,803.22,1000,866.009167
C12462,5520.201751,0,7000,5878.42845
C12463,109.594389,177,1950,170.47103
C12464,2416.771489,4201.13,5500,6091.906636
C12465,5701.848812,1126.68,7000,1382.179262
C12466,2866.054641,0,3000,714.738754
C12467,1352.301367,263.04,2300,4228.186416
C12468,495.069704,2610.3,8500,2217.869091
C12469,1299.93337,0,2400,303.052882
C12470,3020.900667,0,4000,1171.807751
C12471,608.752081,5446.88,9500,5623.305898
C12472,4587.892398,140.6,5500,1151.202909
C12473,4005.344926,9134.26,10500,3579.298838
C12474,534.75165,3044.6,3000,8987.534163
C12475,34.387537,153.18,2500,99.085409
C12476,11964.83264,1175.35,14000,2949.673416
C12477,1553.505165,522,1000,472.580919
C12478,10.106017,1160.66,1500,1152.518504
C12479,397.003171,3042.08,8500,2764.893686
C12480,611.561026,765,2000,204.464151
C12481,4840.545574,1595.93,6000,905.844846
C12482,0,313.89,6000,0
C12483,1176.992085,890,3000,640.607666
C12484,47.107274,2226.06,8500,2507.587709
C12485,289.529643,110,1200,697.009124
C12486,2689.040221,0,9000,854.431761
C12487,14.871714,62.7,3000,125.780361
C12488,35.360897,587.34,11500,549.036894
C12489,1902.665938,4666.51,7500,6153.484827
C12490,17.026818,453.24,2000,435.997908
C12491,229.540732,694.91,7500,1016.090423
C12492,186.706199,868,4000,618.964215
C12493,1264.152747,2358.28,2500,1175.753031
C12494,160.15008,1639.97,7000,1579.491353
C12495,12856.15251,775.42,14000,2885.335197
C12497,3034.686119,0,3000,91.692752
C12498,2537.257188,0,2750,933.01991
C12499,2376.483239,858.5,7000,748.290167
C12500,3625.207579,0,6000,1009.287105
C12501,3904.008546,600,4700,1154.910275
C12502,59.263479,300.68,5000,3142.651675
C12503,1114.56327,0,6000,3842.787673
C12504,1128.717636,55.69,1200,266.286419
C12505,451.905949,4468.71,4000,4009.961094
C12506,6074.986862,1000,14000,1365.324882
C12507,3490.186741,816,11500,947.039165
C12508,1368.99507,521.31,3000,616.095965
C12509,60.52124,469,1000,541.359082
C12510,1961.322415,476.16,2000,791.091826
C12511,4153.477506,561.25,8000,1854.156679
C12512,22.523964,346.3,1800,340.376582
C12513,7593.590618,0,8000,1534.809766
C12514,46.054436,812.97,6000,1314.537349
